row_id,language,part,unit,unit_title,source_markdown,line,figure_number,caption,image_alt_in_markdown,image_file,image_exists,image_dimensions,image_format,alt_text,long_description,decorative,review_status,reviewer,notes,zh_reference_caption,zh_reference_alt_text
ALT-0256,en,Part 14: Practical Projects,P08,Project 8: Building an Enterprise DataOps Platform,docs/en/part14/p08_dataops.md,935,P08-11,Figure 11: Check pipeline and consistency validation,Figure 11: Check pipeline and consistency validation,docs/images/part14/p08_11_validation_pipeline.png,yes,1400x764,png,Figure 11: Check pipeline and consistency validation.,"Review against the figure and surrounding text in Project 8: Building an Enterprise DataOps Platform; expand if Springer requests a longer description for the visual relationships, axes, or sequence.",no,Draft,,,Figure P08-11：检查链路与一致性验证图,图 P08-11
ALT-0257,en,Part 14: Practical Projects,P09,Project 9: Privacy-preserving Data Pipeline,docs/en/part14/p09_privacy_pipeline.md,174,P09-1,Figure P09-1: P09 Privacy-Preserving Data Pipeline Overall Architecture,Figure P09-1,docs/images/part14/p09_01_privacy_pipeline_overview.png,yes,1400x764,png,P09 Privacy-Preserving Data Pipeline Overall Architecture.,"Review against the figure and surrounding text in Project 9: Privacy-preserving Data Pipeline; expand if Springer requests a longer description for the visual relationships, axes, or sequence.",no,Draft,,,Figure P09-1：P09 隐私保护数据流水线总体架构,图 P09-1
ALT-0258,en,Part 14: Practical Projects,P09,Project 9: Privacy-preserving Data Pipeline,docs/en/part14/p09_privacy_pipeline.md,245,P09-2,Figure P09-2: Key Engineering Dimensions of the P09 Privacy Pipeline,Figure P09-2,docs/images/part14/p09_02_roles_and_responsibilities.png,yes,1400x764,png,Key Engineering Dimensions of the P09 Privacy Pipeline.,"Review against the figure and surrounding text in Project 9: Privacy-preserving Data Pipeline; expand if Springer requests a longer description for the visual relationships, axes, or sequence.",no,Draft,,,Figure P09-2：P09 隐私流水线关键工程面图,图 P09-2
ALT-0259,en,Part 14: Practical Projects,P09,Project 9: Privacy-preserving Data Pipeline,docs/en/part14/p09_privacy_pipeline.md,332,P09-3,Figure P09-3: Relationships Among the Four Artifact Types in the Privacy Specification Layer,Figure P09-3,docs/images/part14/p09_03_specs_layer.png,yes,1400x781,png,Relationships Among the Four Artifact Types in the Privacy Specification Layer.,,no,Draft,,,Figure P09-3：隐私规格层四类产物关系图,图 P09-3
ALT-0260,en,Part 14: Practical Projects,P09,Project 9: Privacy-preserving Data Pipeline,docs/en/part14/p09_privacy_pipeline.md,392,P09-4,Figure P09-4: Scenario Coverage of Raw Sensitive Records,Figure P09-4,docs/images/part14/p09_04_raw_records_coverage.png,yes,1400x764,png,Scenario Coverage of Raw Sensitive Records.,,no,Draft,,,Figure P09-4：原始敏感记录场景覆盖图,图 P09-4
ALT-0261,en,Part 14: Practical Projects,P09,Project 9: Privacy-preserving Data Pipeline,docs/en/part14/p09_privacy_pipeline.md,446,P09-5,Figure P09-5: PII Detection Rules and Hit Distribution,Figure P09-5,docs/images/part14/p09_05_pii_detection_distribution.png,yes,1400x764,png,PII Detection Rules and Hit Distribution.,"Review against the figure and surrounding text in Project 9: Privacy-preserving Data Pipeline; expand if Springer requests a longer description for the visual relationships, axes, or sequence.",no,Draft,,,Figure P09-5：PII 检测规则与命中分布图,图 P09-5
ALT-0262,en,Part 14: Practical Projects,P09,Project 9: Privacy-preserving Data Pipeline,docs/en/part14/p09_privacy_pipeline.md,496,P09-6,Figure P09-6: Classification Determination and Quarantine Trigger Relationship,Figure P09-6,docs/images/part14/p09_06_classification_and_quarantine.png,yes,1400x764,png,Classification Determination and Quarantine Trigger Relationship.,,no,Draft,,,Figure P09-6：分类判定与隔离触发关系图,图 P09-6
ALT-0263,en,Part 14: Practical Projects,P09,Project 9: Privacy-preserving Data Pipeline,docs/en/part14/p09_privacy_pipeline.md,553,P09-7,Figure P09-7: De-identification Strategies for Different PII Types,Figure P09-7,docs/images/part14/p09_07_redaction_strategies.png,yes,1400x764,png,De-identification Strategies for Different PII Types.,,no,Draft,,,Figure P09-7：不同 PII 类型的去标识化策略图,图 P09-7
ALT-0264,en,Part 14: Practical Projects,P09,Project 9: Privacy-preserving Data Pipeline,docs/en/part14/p09_privacy_pipeline.md,605,P09-8,Figure P09-8: Storage Zones and Role Access Boundaries,Figure P09-8,docs/images/part14/p09_08_storage_zones.png,yes,1400x764,png,Storage Zones and Role Access Boundaries.,,no,Draft,,,Figure P09-8：存储分区与角色访问边界图,图 P09-8
ALT-0265,en,Part 14: Practical Projects,P09,Project 9: Privacy-preserving Data Pipeline,docs/en/part14/p09_privacy_pipeline.md,651,P09-9,"Figure P09-9: Relationships Among Alerts, Audit, and Incident Response",Figure P09-9,docs/images/part14/p09_09_alerts_and_audit.png,yes,1400x764,png,"Relationships Among Alerts, Audit, and Incident Response.",,no,Draft,,,Figure P09-9：告警、审计与事件响应关系图,图 P09-9
ALT-0266,en,Part 14: Practical Projects,P09,Project 9: Privacy-preserving Data Pipeline,docs/en/part14/p09_privacy_pipeline.md,697,P09-10,Figure P09-10: Preflight Check Process,Figure P09-10,docs/images/part14/p09_10_preflight_checks.png,yes,1400x781,png,"Preflight Check Process. Because it reflects a mature engineering practice: Not ""run first, then observe,"" but ""confirm that minimum conditions are met first, then proceed to higher-risk processing and exercise stages."" Figure P09-10: Preflight Check Process --- Many case studies describe only the success path, not the failure path.",,no,Draft,,,Figure P09-10：preflight 检查流程图,图 P09-10
ALT-0267,en,Part 14: Practical Projects,P09,Project 9: Privacy-preserving Data Pipeline,docs/en/part14/p09_privacy_pipeline.md,745,P09-11,Figure P09-11: Incident Response and Postmortem Feedback Loop,Figure P09-11,docs/images/part14/p09_11_incident_postmortem.png,yes,1400x764,png,Incident Response and Postmortem Feedback Loop.,,no,Draft,,,Figure P09-11：事故响应与 postmortem 闭环图,图 P09-11
ALT-0268,en,Part 14: Practical Projects,P09,Project 9: Privacy-preserving Data Pipeline,docs/en/part14/p09_privacy_pipeline.md,986,P09-12,Figure P09-12: P09 Minimal Reproducible Execution Chain,Figure P09-12,docs/images/part14/p09_12_execution_sequence.png,yes,1400x764,png,P09 Minimal Reproducible Execution Chain.,,no,Draft,,,Figure P09-12：P09 最小可复现运行链图,图 P09-12
ALT-0269,en,Part 14: Practical Projects,P10,Project 10: End-to-End LLM Data Flywheel,docs/en/part14/p10_flywheel.md,270,P10-1,"From an engineering perspective, this project should be viewed as five layers instead of a linear data-input to model-output chain",Figure 1: End-to-end LLM data flywheel overview,docs/images/part14/p10_01_flywheel_overview.png,yes,1800x1005,png,"From an engineering perspective, this project should be viewed as five layers instead of a linear data-input to model-output chain.",,no,Draft,,,Figure P10-1：端到端 LLM 数据飞轮总览图,图 P10-1
ALT-0270,en,Part 14: Practical Projects,P10,Project 10: End-to-End LLM Data Flywheel,docs/en/part14/p10_flywheel.md,384,P10-2,,Figure 2: Upstream project registry and interface mapping,docs/images/part14/p10_02_registry_and_interfaces.png,yes,1800x982,png,Figure 2: Upstream project registry and interface mapping.,,no,Draft,,,Figure P10-2：上游项目 registry 与接口映射图,图 P10-2
ALT-0271,en,Part 14: Practical Projects,P10,Project 10: End-to-End LLM Data Flywheel,docs/en/part14/p10_flywheel.md,438,P10-3,,Figure 3: Structured upstream project specs,docs/images/part14/p10_03_project_specs.png,yes,1800x982,png,Figure 3: Structured upstream project specs.,,no,Draft,,,Figure P10-3：上游项目结构化配置示意图,图 P10-3
ALT-0272,en,Part 14: Practical Projects,P10,Project 10: End-to-End LLM Data Flywheel,docs/en/part14/p10_flywheel.md,481,P10-4,,Figure 4: Five-stage plan and milestone relationships,docs/images/part14/p10_04_stage_plan.png,yes,1800x1005,png,Figure 4: Five-stage plan and milestone relationships.,,no,Draft,,,Figure P10-4：五阶段推进与里程碑关系图,图 P10-4
ALT-0273,en,Part 14: Practical Projects,P10,Project 10: End-to-End LLM Data Flywheel,docs/en/part14/p10_flywheel.md,548,P10-5,,Figure 5: Five-layer flywheel code mapping,docs/images/part14/p10_05_architecture_code_mapping.png,yes,1800x1005,png,Figure 5: Five-layer flywheel code mapping.,,no,Draft,,,Figure P10-5：飞轮五层结构代码映射图,图 P10-5
ALT-0274,en,Part 14: Practical Projects,P10,Project 10: End-to-End LLM Data Flywheel,docs/en/part14/p10_flywheel.md,593,P10-6,,Figure 6: System boundaries and control points,docs/images/part14/p10_06_boundaries_and_control_points.png,yes,1800x982,png,Figure 6: System boundaries and control points.,,no,Draft,,,Figure P10-6：系统边界与控制点示意图,图 P10-6
ALT-0275,en,Part 14: Practical Projects,P10,Project 10: End-to-End LLM Data Flywheel,docs/en/part14/p10_flywheel.md,624,P10-7,,Figure 7: Run records and milestone board,docs/images/part14/p10_07_runs_and_milestones.png,yes,1800x1005,png,Figure 7: Run records and milestone board.,,no,Draft,,,Figure P10-7：运行记录与里程碑板示意图,图 P10-7
ALT-0276,en,Part 14: Practical Projects,P10,Project 10: End-to-End LLM Data Flywheel,docs/en/part14/p10_flywheel.md,722,P10-8,,Figure 8: Flywheel bottleneck map,docs/images/part14/p10_08_bottleneck_map.png,yes,1800x982,png,Figure 8: Flywheel bottleneck map.,,no,Draft,,,Figure P10-8：飞轮瓶颈定位图,图 P10-8
ALT-0277,en,Part 14: Practical Projects,P10,Project 10: End-to-End LLM Data Flywheel,docs/en/part14/p10_flywheel.md,799,P10-9,,Figure 9: System-level metric generation logic,docs/images/part14/p10_09_metrics_codegen.png,yes,1800x982,png,Figure 9: System-level metric generation logic.,,no,Draft,,,Figure P10-9：系统级指标生成逻辑图,图 P10-9
ALT-0278,en,Part 14: Practical Projects,P10,Project 10: End-to-End LLM Data Flywheel,docs/en/part14/p10_flywheel.md,885,P10-10,,Figure 10: Check scripts and system contracts,docs/images/part14/p10_10_check_contracts.png,yes,1800x982,png,Figure 10: Check scripts and system contracts.,,no,Draft,,,Figure P10-10：检查脚本与系统契约图,图 P10-10
ALT-0279,en,Part 14: Practical Projects,P11,Project 11: Reproducing Mini-DeepSeek Pre-training,docs/en/part14/p11_mini_deepseek.md,79,P11-1,Figure P11-1: Mini-DeepSeek Multi-Source Pre-Training Data Pipeline Architecture,Mini-DeepSeek Data Pipeline,docs/images/part14/p11_mini_deepseek_arch_en.svg,yes,950x500,svg,Mini-DeepSeek Multi-Source Pre-Training Data Pipeline Architecture.,"Review against the figure and surrounding text in Project 11: Reproducing Mini-DeepSeek Pre-training; expand if Springer requests a longer description for the visual relationships, axes, or sequence.",no,Draft,,,Figure P11-1：Mini-DeepSeek 多源预训练数据流水线架构,Mini-DeepSeek Data Pipeline
ALT-0280,en,Part 14: Practical Projects,P12,Project 12: R1 Reasoning Flywheel,docs/en/part14/p12_r1_reasoning_flywheel.md,97,P12-1,"Figure P12-1: The closed-loop structure from cold-start data extraction, multi-path reasoning sampling, verifier pool, and rejection sampling to second-round SFT merging and training evaluation",Figure P12-1,docs/images/part14/p12_r1_reasoning_flywheel_architecture.png,yes,2816x1362,png,"The closed-loop structure from cold-start data extraction, multi-path reasoning sampling, verifier pool, and rejection sampling to second-round SFT merging and training evaluation.",,no,Draft,,,Figure P12-1：从冷启动数据抽取、多路推理采样、verifier 池、拒绝采样到二轮 SFT 合并与训练评估的闭环结构,图 P12-1
ALT-0281,en,Part 14: Practical Projects,P13,Project 13: Multimodal Instruction Factory,docs/en/part14/p13_multimodal_instruction_factory.md,84,13-1,Figure 13-1 Qwen-VL-style multimodal instruction synthesis pipeline,Multimodal Instruction Factory,docs/images/part14/p13_mm_instruction_factory_arch_en.svg,yes,1000x730,svg,Qwen-VL-style multimodal instruction synthesis pipeline.,"Review against the figure and surrounding text in Project 13: Multimodal Instruction Factory; expand if Springer requests a longer description for the visual relationships, axes, or sequence.",no,Draft,,,Figure P13-1：Qwen-VL 风格多模态指令合成流水线架构,Multimodal Instruction Factory
ALT-0282,en,Part 14: Practical Projects,P14,Project 14: Video Generation Dataset: From Video Source to T2V-ready Data Pipeline,docs/en/part14/p14_video_generation.md,81,P14-1,Figure P14-1: English architecture diagram of the video generation data pipeline,P14 Video Generation Data Pipeline,docs/images/part14/p14_video_generation_pipeline_en.svg,yes,4401x1816,svg,English architecture diagram of the video generation data pipeline.,"Review against the figure and surrounding text in Project 14: Video Generation Dataset: From Video Source to T2V-ready Data Pipeline; expand if Springer requests a longer description for the visual relationships, axes, or sequence.",no,Draft,,,Figure P14-1：视频生成数据流水线英文架构图,P14 Video Generation Data Pipeline
ALT-0283,en,Part 14: Practical Projects,P14,Project 14: Video Generation Dataset: From Video Source to T2V-ready Data Pipeline,docs/en/part14/p14_video_generation.md,518,P14-2,"Table P14-12: Example of multi-frame sampling from a video clip The figure shows two sampled frames from the output data. The clip presents a coastal scene filmed from a high-altitude aerial perspective: deep blue water continuously crashes against rugged reef formations, white foam forms clearly at the edges of the dark rock faces, and sparse green vegetation distributed among the rocks preserves a degree of visual layering within the natural environment. The multi-frame caption covers the clip's subjects, scene, lighting, and atmosphere, describing natural illumination, cool-toned ocean surface, clear rock textures, and the dynamic quality imparted by wave motion. From the cinematic language annotation results, this shot is identified as extremewide shot size, highangle camera angle, ruleofthirds composition, natural lighting type, cool overall color tone, and cinematic style tag. The camera motion module classifies it as zoomin, indicating a noticeable push-in or scale change in the frame; motionstrength=0.8974 indicates that the clip carries a stable motion signal and is suitable for T2V training to learn natural scene motion, aerial perspectives, and coastal cinematic language",frame1,docs/images/part14/p14_video_frame_0.jpg,yes,448x252,jpg,"Table P14-12: Example of multi-frame sampling from a video clip The figure shows two sampled frames from the output data. The clip presents a coastal scene filmed from a high-altitude aerial perspective: deep blue water continuously crashes against rugged reef formations, white foam forms clearly at the edges of the dark rock faces, and sparse green vegetation distributed among the rocks preserves a degree of visual layering within the natural environment. The multi-frame...",,no,Draft,,,表 P14-12：视频片段多帧抽样示例 图中展示了产出数据中的两帧采样结果。该片段展示了一段从高空视角拍摄的海岸线画面：深蓝色海水不断冲击崎岖礁石，浪花在暗色岩壁边缘形成明显的白色泡沫，岩石间分布着少量绿色植被，使画面在自然环境中保留了一定层次感。多帧 caption 覆盖该片段的主体、场景、光照和氛围，描述自然光照、冷色调海面、清晰岩石纹理，以及海浪运动带来的动态感。从镜头语言标注结果看，该 shot 被识别为 extremewide 景别、highangle 高角度视角，构图方式为 ruleofthirds，光照类型为 natural，整体色彩倾向为 cool，风格标签为 cinematic。相机运动模块将其判定为 zoomin，说明画面存在较明显的推进或尺度变化；motionstrength=0.8974 表明该片段具有稳定运动信号，可用于 T2V 训练中学习自然场景运动、航拍视角和海岸镜头语言,frame1
